website,code,name
https://quote.eastmoney.com/unify/r/0.002466,002466,天齐锂业
https://quote.eastmoney.com/unify/r/0.000598,000598,兴蓉环境
https://quote.eastmoney.com/unify/r/1.601838,601838,成都银行
https://quote.eastmoney.com/unify/r/0.002312,002312,川发龙蟒
https://quote.eastmoney.com/unify/r/0.300841,300841,康华生物
https://quote.eastmoney.com/unify/r/1.600603,600603,广汇物流
https://quote.eastmoney.com/unify/r/0.000876,000876,新 希 望
https://quote.eastmoney.com/unify/r/1.601208,601208,东材科技
https://quote.eastmoney.com/unify/r/0.000568,000568,泸州老窖
https://quote.eastmoney.com/unify/r/0.000155,000155,川能动力
https://quote.eastmoney.com/unify/r/1.600039,600039,四川路桥
https://quote.eastmoney.com/unify/r/0.000858,000858,五 粮 液
https://quote.eastmoney.com/unify/r/0.002697,002697,红旗连锁
https://quote.eastmoney.com/unify/r/1.688709,688709,成都华微
https://quote.eastmoney.com/unify/r/0.000688,000688,国城矿业
https://quote.eastmoney.com/unify/r/0.002497,002497,雅化集团
https://quote.eastmoney.com/unify/r/0.301050,301050,雷电微力
https://quote.eastmoney.com/unify/r/1.600793,600793,宜宾纸业
https://quote.eastmoney.com/unify/r/1.688302,688302,海创药业...
https://quote.eastmoney.com/unify/r/1.688283,688283,坤恒顺维
https://quote.eastmoney.com/unify/r/0.300425,300425,中建环能
https://quote.eastmoney.com/unify/r/1.603477,603477,巨星农牧
https://quote.eastmoney.com/unify/r/1.688222,688222,成都先导
https://quote.eastmoney.com/unify/r/1.600391,600391,航发科技
https://quote.eastmoney.com/unify/r/0.002539,002539,云图控股
https://quote.eastmoney.com/unify/r/0.002749,002749,国光股份
https://quote.eastmoney.com/unify/r/1.603053,603053,成都燃气
https://quote.eastmoney.com/unify/r/0.000593,000593,德龙汇能
https://quote.eastmoney.com/unify/r/0.300937,300937,药易购
https://quote.eastmoney.com/unify/r/0.301239,301239,普瑞眼科
https://quote.eastmoney.com/unify/r/0.002190,002190,成飞集成
https://quote.eastmoney.com/unify/r/0.300987,300987,川网传媒
https://quote.eastmoney.com/unify/r/1.600331,600331,宏达股份
https://quote.eastmoney.com/unify/r/0.300535,300535,达威股份
https://quote.eastmoney.com/unify/r/0.002951,002951,*ST金时
https://quote.eastmoney.com/unify/r/0.300463,300463,迈克生物
https://quote.eastmoney.com/unify/r/0.002798,002798,帝欧家居
https://quote.eastmoney.com/unify/r/0.002259,002259,ST升达
https://quote.eastmoney.com/unify/r/1.600779,600779,水井坊
https://quote.eastmoney.com/unify/r/0.000586,000586,汇源通信
https://quote.eastmoney.com/unify/r/1.688528,688528,秦川物联
https://quote.eastmoney.com/unify/r/1.688776,688776,国光电气
https://quote.eastmoney.com/unify/r/1.688070,688070,纵横股份
https://quote.eastmoney.com/unify/r/0.002480,002480,新筑股份
https://quote.eastmoney.com/unify/r/0.002978,002978,安宁股份
https://quote.eastmoney.com/unify/r/1.603333,603333,尚纬股份
https://quote.eastmoney.com/unify/r/0.300504,300504,天邑股份
https://quote.eastmoney.com/unify/r/1.688319,688319,欧林生物
https://quote.eastmoney.com/unify/r/0.836675,836675,秉扬科技
https://quote.eastmoney.com/unify/r/0.836260,836260,中寰股份
https://quote.eastmoney.com/unify/r/0.833943,833943,优机股份
https://quote.eastmoney.com/unify/r/0.832566,832566,梓橦宫
https://quote.eastmoney.com/unify/r/0.301336,301336,趣睡科技
https://quote.eastmoney.com/unify/r/1.603759,603759,海天股份
https://quote.eastmoney.com/unify/r/0.000935,000935,四川双马
https://quote.eastmoney.com/unify/r/0.301256,301256,华融化学
https://quote.eastmoney.com/unify/r/0.002630,002630,华西能源
https://quote.eastmoney.com/unify/r/1.688737,688737,中自科技
https://quote.eastmoney.com/unify/r/0.002651,002651,利君股份
https://quote.eastmoney.com/unify/r/0.430425,430425,乐创技术
https://quote.eastmoney.com/unify/r/0.833781,833781,瑞奇智造
https://quote.eastmoney.com/unify/r/0.300022,300022,吉峰科技
https://quote.eastmoney.com/unify/r/0.300470,300470,中密控股
https://quote.eastmoney.com/unify/r/0.300432,300432,富临精工
https://quote.eastmoney.com/unify/r/1.600137,600137,浪莎股份
https://quote.eastmoney.com/unify/r/0.870199,870199,倍益康
https://quote.eastmoney.com/unify/r/1.600558,600558,大西洋
https://quote.eastmoney.com/unify/r/0.000509,000509,华塑控股
https://quote.eastmoney.com/unify/r/0.301286,301286,侨源股份
https://quote.eastmoney.com/unify/r/0.300440,300440,运达科技
https://quote.eastmoney.com/unify/r/0.301515,301515,港通医疗
https://quote.eastmoney.com/unify/r/0.300865,300865,大宏立
https://quote.eastmoney.com/unify/r/0.300733,300733,西菱动力
https://quote.eastmoney.com/unify/r/0.300789,300789,唐源电气
https://quote.eastmoney.com/unify/r/0.301213,301213,观想科技
https://quote.eastmoney.com/unify/r/0.000731,000731,四川美丰
https://quote.eastmoney.com/unify/r/0.002386,002386,天原股份
https://quote.eastmoney.com/unify/r/0.002946,002946,新乳业
https://quote.eastmoney.com/unify/r/0.003023,003023,彩虹集团
https://quote.eastmoney.com/unify/r/0.300547,300547,川环科技
https://quote.eastmoney.com/unify/r/0.000803,000803,山高环能
https://quote.eastmoney.com/unify/r/0.000790,000790,华神科技
https://quote.eastmoney.com/unify/r/0.000510,000510,新金路
https://quote.eastmoney.com/unify/r/0.300434,300434,金石亚药
https://quote.eastmoney.com/unify/r/1.600880,600880,博瑞传播
https://quote.eastmoney.com/unify/r/0.300414,300414,中光防雷
https://quote.eastmoney.com/unify/r/0.002258,002258,利尔化学
https://quote.eastmoney.com/unify/r/0.301596,301596,瑞迪智驱
https://quote.eastmoney.com/unify/r/1.688553,688553,汇宇制药...
https://quote.eastmoney.com/unify/r/0.836239,836239,长虹能源
https://quote.eastmoney.com/unify/r/0.002628,002628,成都路桥
https://quote.eastmoney.com/unify/r/0.000912,000912,泸天化
https://quote.eastmoney.com/unify/r/0.300471,300471,厚普股份
https://quote.eastmoney.com/unify/r/0.833230,833230,欧康医药
https://quote.eastmoney.com/unify/r/1.688513,688513,苑东生物
https://quote.eastmoney.com/unify/r/1.688696,688696,极米科技
https://quote.eastmoney.com/unify/r/1.603317,603317,天味食品
https://quote.eastmoney.com/unify/r/0.000558,000558,莱茵体育
https://quote.eastmoney.com/unify/r/0.000710,000710,贝瑞基因
https://quote.eastmoney.com/unify/r/0.300540,300540,蜀道装备
https://quote.eastmoney.com/unify/r/0.002272,002272,川润股份
https://quote.eastmoney.com/unify/r/0.000810,000810,创维数字
https://quote.eastmoney.com/unify/r/0.002357,002357,富临运业
https://quote.eastmoney.com/unify/r/0.300101,300101,振芯科技
https://quote.eastmoney.com/unify/r/0.300820,300820,英杰电气
https://quote.eastmoney.com/unify/r/0.300249,300249,依米康
https://quote.eastmoney.com/unify/r/1.688053,688053,思科瑞
https://quote.eastmoney.com/unify/r/0.300559,300559,佳发教育
https://quote.eastmoney.com/unify/r/0.300019,300019,硅宝科技
https://quote.eastmoney.com/unify/r/1.600378,600378,昊华科技
https://quote.eastmoney.com/unify/r/1.601811,601811,新华文轩
https://quote.eastmoney.com/unify/r/1.688636,688636,智明达
https://quote.eastmoney.com/unify/r/1.603027,603027,千禾味业
https://quote.eastmoney.com/unify/r/0.301117,301117,佳缘科技
https://quote.eastmoney.com/unify/r/0.300366,300366,创意信息
https://quote.eastmoney.com/unify/r/0.300492,300492,华图山鼎
https://quote.eastmoney.com/unify/r/0.001337,001337,四川黄金
https://quote.eastmoney.com/unify/r/0.002926,002926,华西证券
https://quote.eastmoney.com/unify/r/1.688297,688297,中无人机
https://quote.eastmoney.com/unify/r/0.000757,000757,浩物股份
https://quote.eastmoney.com/unify/r/0.001288,001288,运机集团
https://quote.eastmoney.com/unify/r/0.002818,002818,富森美
https://quote.eastmoney.com/unify/r/1.600828,600828,茂业商业
https://quote.eastmoney.com/unify/r/0.300780,300780,德恩精工
https://quote.eastmoney.com/unify/r/0.002240,002240,盛新锂能
https://quote.eastmoney.com/unify/r/1.601107,601107,四川成渝
https://quote.eastmoney.com/unify/r/1.603077,603077,和邦生物
https://quote.eastmoney.com/unify/r/0.300370,300370,安控科技
https://quote.eastmoney.com/unify/r/1.601399,601399,国机重装
https://quote.eastmoney.com/unify/r/1.603809,603809,豪能股份
https://quote.eastmoney.com/unify/r/0.300467,300467,迅游科技
https://quote.eastmoney.com/unify/r/0.301172,301172,君逸数码
https://quote.eastmoney.com/unify/r/1.600109,600109,国金证券
https://quote.eastmoney.com/unify/r/1.603261,603261,立航科技
https://quote.eastmoney.com/unify/r/1.600678,600678,四川金顶
https://quote.eastmoney.com/unify/r/0.300127,300127,银河磁体
https://quote.eastmoney.com/unify/r/0.002777,002777,久远银海
https://quote.eastmoney.com/unify/r/0.002366,002366,融发核电
https://quote.eastmoney.com/unify/r/0.300092,300092,科新机电
https://quote.eastmoney.com/unify/r/0.002935,002935,天奥电子
https://quote.eastmoney.com/unify/r/1.600131,600131,国网信通
https://quote.eastmoney.com/unify/r/1.600353,600353,旭光电子
https://quote.eastmoney.com/unify/r/0.002253,002253,川大智胜
https://quote.eastmoney.com/unify/r/0.000628,000628,高新发展
https://quote.eastmoney.com/unify/r/1.603679,603679,华体科技
https://quote.eastmoney.com/unify/r/0.002268,002268,电科网安
https://quote.eastmoney.com/unify/r/1.600644,600644,乐山电力
https://quote.eastmoney.com/unify/r/1.603327,603327,福蓉科技
https://quote.eastmoney.com/unify/r/0.002246,002246,北化股份
https://quote.eastmoney.com/unify/r/1.688311,688311,盟升电子
https://quote.eastmoney.com/unify/r/0.000629,000629,钒钛股份
https://quote.eastmoney.com/unify/r/0.002977,002977,天箭科技
https://quote.eastmoney.com/unify/r/1.600839,600839,四川长虹
https://quote.eastmoney.com/unify/r/0.301233,301233,盛帮股份
https://quote.eastmoney.com/unify/r/1.688629,688629,华丰科技
https://quote.eastmoney.com/unify/r/1.688117,688117,圣诺生物
https://quote.eastmoney.com/unify/r/0.002023,002023,海特高新
https://quote.eastmoney.com/unify/r/1.688511,688511,天微电子
https://quote.eastmoney.com/unify/r/1.600979,600979,广安爱众
https://quote.eastmoney.com/unify/r/1.688506,688506,百利天恒...
https://quote.eastmoney.com/unify/r/0.000888,000888,峨眉山Ａ
https://quote.eastmoney.com/unify/r/0.002773,002773,康弘药业
https://quote.eastmoney.com/unify/r/1.600674,600674,川投能源
https://quote.eastmoney.com/unify/r/1.600392,600392,XD盛和资
https://quote.eastmoney.com/unify/r/0.000801,000801,四川九洲
https://quote.eastmoney.com/unify/r/0.300696,300696,爱乐达
https://quote.eastmoney.com/unify/r/1.600505,600505,西昌电力
https://quote.eastmoney.com/unify/r/1.600702,600702,舍得酒业
https://quote.eastmoney.com/unify/r/1.600875,600875,东方电气
https://quote.eastmoney.com/unify/r/0.002422,002422,科伦药业
https://quote.eastmoney.com/unify/r/0.300678,300678,中科信息
https://quote.eastmoney.com/unify/r/0.300502,300502,新易盛
https://quote.eastmoney.com/unify/r/1.600101,600101,明星电力
https://quote.eastmoney.com/unify/r/1.600438,600438,通威股份
